parent_opeid,opeid,state,school_name,loc_name,addr_verif,lat,lon
151000,151006,FL,NORTHWEST FLORIDA STATE COLLEGE,NORTHWEST FLORIDA STATE COLLEGE - SOUTH WALTON CENTER,"109 Greenway Trail, Santa Rosa Beach, FL 324595415",30.3716259,-86.1825561
151000,151002,FL,NORTHWEST FLORIDA STATE COLLEGE,NORTHWEST FLORIDA STATE COLLEGE - CHAUTAUQUA CENTER,"908 U.S. Highway 90 West, DeFuniak Springs, FL 32433",30.7220482,-86.1003972
151200,151200,FL,PALM BEACH STATE COLLEGE,PALM BEACH STATE COLLEGE - LAKE WORTH CAMPUS,"4200 Congress Avenue, Lake Worth, FL 33461",26.6159606,-80.0877574
151200,151202,FL,PALM BEACH STATE COLLEGE,PALM BEACH STATE COLLEGE - PALM BEACH GARDENS CAMPUS,"3160 PGA Boulevard, Palm Beach Gardens, FL 33410",26.8431725,-80.0785486
151200,151202,FL,PALM BEACH STATE COLLEGE,PALM BEACH STATE COLLEGE - BELLE GLADE CAMPUS,"1977 College Drive, Belle Glade, FL 33430",26.6767165,-80.6884751
151200,151205,FL,PALM BEACH STATE COLLEGE,PALM BEACH STATE COLLEGE - LOXAHATCHEE CAMPUS,"15845 Southern Boulevard, Loxahatchee, FL 33470",26.6845045,-80.2966303
151200,151203,FL,PALM BEACH STATE COLLEGE,PALM BEACH STATE COLLEGE - BOCA RATON CAMPUS,"801 Palm Beach State College Drive, Boca Raton, FL 33431",26.3775694,-80.0982097
151300,151301,FL,PENSACOLA STATE COLLEGE,PENSACOLA STATE COLLEGE - MILTON CAMPUS,"5988 Highway 90, Milton, FL 32570",30.6059817,-87.0756289
151300,151305,FL,PENSACOLA STATE COLLEGE,PENSACOLA STATE COLLEGE - SOUTH SANTA ROSA CENTER,"5075 Gulf Breeze Parkway, Gulf Breeze, FL 325369334",30.3933806,-87.0135882
151300,151303,FL,PENSACOLA STATE COLLEGE,PENSACOLA STATE COLLEGE - WARRINGTON CAMPUS,"5555 W Highway 98, Pensacola , FL 32507",30.3961954,-87.2851069
151300,151300,FL,PENSACOLA STATE COLLEGE,PENSACOLA STATE COLLEGE - PENSACOLA CAMPUS,"1000 College Blvd, Pensacola , FL 32504",30.4794003,-87.2040057
151300,151302,FL,PENSACOLA STATE COLLEGE,PENSACOLA STATE COLLEGE - DOWNTOWN CENTER,"418 West Garden Street, Pensacola, FL 325014731",30.4122709,-87.2214198
151300,151304,FL,PENSACOLA STATE COLLEGE,PENSACOLA STATE COLLEGE - CENTURY CENTER,"440 East Hecker Road, Century, FL 325352819",30.9740313,-87.2575151
151400,151404,FL,POLK STATE COLLEGE,POLK STATE COLLEGE - BARTOW CAMPUS,"310 Technology Drive, Bartow, FL 33830",27.9146879,-81.7661408
151400,151402,FL,POLK STATE COLLEGE,POLK STATE COLLEGE - JD ALEXANDER CENTER,"152 East Central Avenue, Lake Wales, FL 338534166",27.9006051,-81.5961997
151400,151401,FL,POLK STATE COLLEGE,POLK STATE COLLEGE - LAKELAND CAMPUS,"3425 Winter Lake Road, Lakeland, FL 33803",27.9902941,-81.8893025
151400,151403,FL,POLK STATE COLLEGE,POLK STATE COLLEGE - AIRSIDE CENTER WEST,"3515 Aviation Drive, Lakeland, FL 338112861",27.9778622,-82.0159741
151400,151400,FL,POLK STATE COLLEGE,POLK STATE COLLEGE - WINTER HAVEN CAMPUS,"999 Avenue H N.E., Winter Haven, FL 33881",28.0324218,-81.7145536
151400,151406,FL,POLK STATE COLLEGE,POLK STATE COLLEGE - AIRSIDE CENTER EAST,"2949 Airside Center Drive, Lakeland, FL 338112839",27.9826023,-82.0100934
151400,151405,FL,POLK STATE COLLEGE,POLK STATE COLLEGE - CENTER FOR PUBLIC SAFETY,"1251 Jim Keene Boulevard, Winter Haven, FL 338808040",28.0155644,-81.809885
151900,151904,FL,SANTA FE COLLEGE,SANTA FE COLLEGE - WATSON CENTER,"4150 SE State Rd 21, Keystone Heights, FL 326566130",29.7759713,-82.0515251
151900,151900,FL,SANTA FE COLLEGE,SANTA FE COLLEGE - NORTHWEST CAMPUS,"3000 NW 83rd Street, Gainesville, FL 32606",29.6783793,-82.4325392
151900,151901,FL,SANTA FE COLLEGE,SANTA FE COLLEGE - BLOUNT CENTER,"401 Northwest 6th Street, Gainsville, FL 326013200",29.6547211,-82.3305645
151900,151903,FL,SANTA FE COLLEGE,SANTA FE COLLEGE - ANDREWS CENTER,"209 West Call Street, Starke, FL 320913212",29.9443268,-82.1100943
151900,151905,FL,SANTA FE COLLEGE,SANTA FE COLLEGE - DAVIS CENTER,"17500 SW Archer Rd, Archer, FL 326185677",29.5316219,-82.5283074
151900,151906,FL,SANTA FE COLLEGE,SANTA FE COLLEGE - PERRY CENTER FOR EMERGING TECHNOLOGIES,"14180 Northwest 119th Terrace, Alachua, FL 326159400",29.7848663,-82.4722518
151900,151902,FL,SANTA FE COLLEGE,SANTA FE COLLEGE - KIRKPATRICK CENTER,"3737 Northeast 39th Avenue, Gainsville, FL 326092639",29.6757685,-82.2739452
152000,152000,FL,SEMINOLE STATE COLLEGE OF FLORIDA,SEMINOLE STATE COLLEGE OF FLORIDA - SANFORD/LAKE MARY CAMPUS,"100 Weldon Blvd, Sanford, Fl 32773",28.7442268,-81.3032958
152000,152002,FL,SEMINOLE STATE COLLEGE OF FLORIDA,SEMINOLE STATE COLLEGE OF FLORIDA - ALTAMONTE SPRINGS,"850 S State Rd 434, Altamonte, FL 32714",28.6480809,-81.415879
152000,152001,FL,SEMINOLE STATE COLLEGE OF FLORIDA,SEMINOLE STATE COLLEGE OF FLORIDA - OVIEDO,"2505 Lockwood Blvd, Oviedo, FL 32765",28.6311958,-81.1706155
152000,152003,FL,SEMINOLE STATE COLLEGE OF FLORIDA,SEMINOLE STATE COLLEGE OF FLORIDA - HEATHROW CENTER,"1055 AAA Drive, Lake Mary, FL 327465072",28.7694399,-81.3622047
152200,152200,FL,SOUTH FLORIDA STATE COLLEGE,SOUTH FLORIDA STATE COLLEGE - HIGHLANDS CAMPUS,"600 West College Drive, Avon Park, FL 33825",27.5699251,-81.5098368
152200,152206,FL,SOUTH FLORIDA STATE COLLEGE,SOUTH FLORIDA STATE COLLEGE - HARDEE CAMPUS,"2968 US 17 North, Bowling Green, FL 33834",27.6040083,-81.8223508
152200,152201,FL,SOUTH FLORIDA STATE COLLEGE,SOUTH FLORIDA STATE COLLEGE - LAKE PLACID CENTER,"500 E. Interlake Boulevard, Lake Placid, FL 338529605",27.2967054,-81.3607802
152200,152205,FL,SOUTH FLORIDA STATE COLLEGE,SOUTH FLORIDA STATE COLLEGE - DESOTO CAMPUS,"2251 NE Turner Ave., Arcadia, FL 34266",27.2274038,-81.8437977
152300,152302,FL,ST. JOHN'S RIVER STATE COLLEGE,ST. JOHN'S RIVER STATE COLLEGE - ST. AUGUSTINE CAMPUS,"2990 College Dr, St. Augustine, FL 32084",29.9096447,-81.3581274
152300,152300,FL,ST. JOHN'S RIVER STATE COLLEGE,ST. JOHN'S RIVER STATE COLLEGE - PALATKA CAMPUS,"5001 St Johns Ave, Palatka, FL 32177",29.6458049,-81.6815857
152300,152301,FL,ST. JOHN'S RIVER STATE COLLEGE,ST. JOHN'S RIVER STATE COLLEGE - ORANGE PARK CAMPUS,"283 College Dr, Orange Park, FL 32065",30.1175075,-81.7744452
152800,152805,FL,ST. PETERSBURG COLLEGE,ST. PETERSBURG COLLEGE - HEALTH EDUCATION CENTER,"7200 66th Street North, Pinellas Park, FL 335654098",27.8381849,-82.7302301
152800,152808,FL,ST. PETERSBURG COLLEGE,ST. PETERSBURG COLLEGE - DOWNTOWN CENTER,"244 Second Avenue North, St. Petersburg, FL 337014919",27.7732849,-82.6366424
152800,152800,FL,ST. PETERSBURG COLLEGE,ST. PETERSBURG COLLEGE - CLEARWATER CAMPUS,"2465 Drew Street, Clearwater, FL 337652816",27.965525,-82.73606
152800,152804,FL,ST. PETERSBURG COLLEGE,ST. PETERSBURG COLLEGE - TARPON SPRINGS CAMPUS,"600 Klosterman Road, Palm Harbor, FL 335631299",28.1213321,-82.7438988
152800,152810,FL,ST. PETERSBURG COLLEGE,ST. PETERSBURG COLLEGE - MIDTOWN CENTER,"1300 22nd Street South, St. Petersburg, FL 337102744",27.7577619,-82.6627435
152800,152811,FL,ST. PETERSBURG COLLEGE,ST. PETERSBURG COLLEGE - VETERINARY TECHNOLOGY CENTER,"12376 Ulmerton Road, Largo, FL 337742704",27.888586,-82.8099975
152800,152809,FL,ST. PETERSBURG COLLEGE,ST. PETERSBURG COLLEGE - EPICENTER,"13805 58th Street North, Clearwater, FL 337603716",27.8973922,-82.7115097
152800,152802,FL,ST. PETERSBURG COLLEGE,ST. PETERSBURG COLLEGE - ST. PETERSBURG/GIBBS CAMPUS,"6605 5th Avenue North, St. Petersburg, FL 337106899",27.7784107,-82.7319126
152800,152806,FL,ST. PETERSBURG COLLEGE,ST. PETERSBURG COLLEGE - ALLSTATE CENTER,"3200 34th Street South, St Petersburg, FL 337113829",27.7384925,-82.678349
152800,152807,FL,ST. PETERSBURG COLLEGE,ST. PETERSBURG COLLEGE - SEMINOLE CAMPUS,"9200 113th Street, North, Seminole, FL 337722800",27.8581799,-82.7972259
153300,153303,FL,TALLAHASSEE COMMUNITY COLLEGE,TALLAHASSEE COMMUNITY COLLEGE - GADSDEN CENTER,"223 Pat Thomas Parkway, Qunicy, FL 32351",30.5856263,-84.5909634
153300,153300,FL,TALLAHASSEE COMMUNITY COLLEGE,TALLAHASSEE COMMUNITY COLLEGE - MAIN CAMPUS,"444 Appleyard Drive, Tallahassee, FL 32304",30.4434744,-84.3410064
153300,153302,FL,TALLAHASSEE COMMUNITY COLLEGE,TALLAHASSEE COMMUNITY COLLEGE - GHAZVINI CENTER FOR HEALTHCARE EDUCATION,"1528 Surgeons Drive, Tallahassee, FL 32308",30.4609058,-84.25603
153300,153301,FL,TALLAHASSEE COMMUNITY COLLEGE,TALLAHASSEE COMMUNITY COLLEGE - POLICE ACADEMY,"85 Academy Drive, Havana, FL 32333",30.5496266,-84.4913659
154100,154103,GA,ABRAHAM BALDWIN AGRICULTURAL COLLEGE,ABRAHAM BALDWIN AGRICULTURAL COLLEGE - BLAKELY SITE,"40 Harold Ragan Drive, Blakely, GA 398231759",31.3954646,-84.9234571
154100,154100,GA,ABRAHAM BALDWIN AGRICULTURAL COLLEGE,ABRAHAM BALDWIN AGRICULTURAL COLLEGE - MAIN CAMPUS,"2802 Moore Highway, Tifton, GA 317932601",31.483076,-83.5301943
154100,154104,GA,ABRAHAM BALDWIN AGRICULTURAL COLLEGE,ABRAHAM BALDWIN AGRICULTURAL COLLEGE - BAINBRIDGE SITE,"2500 East Shotwell Street, Bainbridge, GA 398196117",30.895827,-84.533808
154100,154102,GA,ABRAHAM BALDWIN AGRICULTURAL COLLEGE,ABRAHAM BALDWIN AGRICULTURAL COLLEGE - MOULTRIE SITE,"31 East Central Avenue, Moultrie, GA 317683944",31.1801472,-83.7878284
154400,154402,GA,ALBANY STATE UNIVERSITY,ALBANY STATE UNIVERSITY - CORDELE CENTER,"2705 East 14th Avenue, Cordele, GA 310150000",31.9658684,-83.7764273
154400,154400,GA,ALBANY STATE UNIVERSITY,ALBANY STATE UNIVERSITY - MAIN CAMPUS,"504 College Drive, Albany, GA 317052796",31.5690557,-84.1403888
154400,154401,GA,ALBANY STATE UNIVERSITY,ALBANY STATE UNIVERSITY - WEST CAMPUS,"2400 Gillionville Road, Albany, GA 317073098",31.581787,-84.213738
155800,155801,GA,COLLEGE OF COASTAL GEORGIA,COLLEGE OF COASTAL GEORGIA - CAMDEN CENTER,"8001 Lakes Blvd., Kingsland, GA 315488251",30.8062729,-81.6543478
155800,155800,GA,COLLEGE OF COASTAL GEORGIA,COLLEGE OF COASTAL GEORGIA - MAIN CAMPUS,"One College Drive, Brunswick, GA 315203644",31.1832649,-81.4867812
157100,157111,GA,GEORGIA MILITARY COLLEGE,GEORGIA MILITARY COLLEGE - MADISON,"235 South Main Street, Madison, GA 30650",33.5947101,-83.4694815
157100,157114,GA,GEORGIA MILITARY COLLEGE,GEORGIA MILITARY COLLEGE - DUBLIN,"200 South Jefferson Street, Dublin, GA 310215149",32.5481841,-82.9107801
157100,157110,GA,GEORGIA MILITARY COLLEGE,GEORGIA MILITARY COLLEGE - SANDERSVILLE,"415A Industrial Drive, Sandersville, GA 310827015",32.9665919,-82.8048929
157100,157117,GA,GEORGIA MILITARY COLLEGE,GEORGIA MILITARY COLLEGE - ALBANY,"1704 South Slappey Road, Albany, GA 317012648",31.5547831,-84.174396
157100,157107,GA,GEORGIA MILITARY COLLEGE,GEORGIA MILITARY COLLEGE - COLUMBUS,"7300 Blackmon Road, Columbus, GA 319094460",32.550055,-84.8944895
157100,157112,GA,GEORGIA MILITARY COLLEGE,GEORGIA MILITARY COLLEGE - STONE MOUNTAIN,"5325 Manor Place, Stone Mountain, GA 300833070",33.806533,-84.1712287
157100,157113,GA,GEORGIA MILITARY COLLEGE,GEORGIA MILITARY COLLEGE - FAYETTEVILLE,"255 Veteran's Parkway, Fayetteville, GA 302144280",33.4566438,-84.5116757
157100,157103,GA,GEORGIA MILITARY COLLEGE,GEORGIA MILITARY COLLEGE - FAIRBURN,"320 W. Broad Street, Fairburn, GA 302131302",33.5673353,-84.5813471
157100,157116,GA,GEORGIA MILITARY COLLEGE,GEORGIA MILITARY COLLEGE - ZEBULON,"7878 Highway 19 South, Zebulon, GA 302956533",33.0881326,-84.3445098
157100,157115,GA,GEORGIA MILITARY COLLEGE,GEORGIA MILITARY COLLEGE - EASTMAN,"615 2nd Avenue, Eastman, GA 310236109",32.1942109,-83.1792471
157100,157105,GA,GEORGIA MILITARY COLLEGE,GEORGIA MILITARY COLLEGE - WARNER ROBINS,"801 Duke Avenue, Warner Robins, GA 310930711",32.6269357,-83.6111552
157100,157102,GA,GEORGIA MILITARY COLLEGE,GEORGIA MILITARY COLLEGE - AUGUSTA,"115 Davis Road, Martinez, GA 309072383",33.510367,-82.0854744
157100,157100,GA,GEORGIA MILITARY COLLEGE,GEORGIA MILITARY COLLEGE - MILLEDGEVILLE,"201 East Greene Street, Milledgeville, GA 310613398",33.0789184,-83.2235169
157100,157101,GA,GEORGIA MILITARY COLLEGE,GEORGIA MILITARY COLLEGE - VALDOSTA,"4201 N. Forrest Street, Valdosta, GA 316057084",30.8908038,-83.2667719
157406,157406,GA,PERIMETER COLLEGE,PERIMETER COLLEGE - DECATUR,"3251 Panthersville Road, Decatur, GA 30034",33.6884595,-84.2742548
157406,157408,GA,PERIMETER COLLEGE,PERIMETER COLLEGE - CLARKSTON,"555 North Indian Creek Drive, Clarkston, GA 30021",33.792329,-84.2341775
157406,157407,GA,PERIMETER COLLEGE,PERIMETER COLLEGE - DUNWOODY,"2101 Womack Road, Dunwoody, GA 30338",33.9416115,-84.3018895
157406,157409,GA,PERIMETER COLLEGE,PERIMETER COLLEGE - NEWTON,"239 Cedar Lane, Covington, GA 30014",33.6074581,-83.7591878
157406,,GA,PERIMETER COLLEGE,PERIMETER COLLEGE - ALPHARETTA CAMPUS,"3705 Brookside Parkway, Alpharetta, GA 30022",34.0610112,-84.2551248
157500,157500,GA,GORDON STATE COLLEGE,GORDON STATE COLLEGE - MAIN CAMPUS,"419 College Drive, Barnesville, GA 302041762",33.0473845,-84.1516558
157500,157501,GA,GORDON STATE COLLEGE,GORDON STATE COLLEGE - ACADEMY FOR ADVANCED STUDIES,"33 N. Zack Hinton Parkway, McDonough, GA 302532344",33.4473,-84.1393499
159200,159200,GA,SOUTH GEORGIA STATE COLLEGE,SOUTH GEORGIA STATE COLLEGE,"100 West College Park Drive, Douglas, GA 315338104",31.4976533,-82.854555
161200,161202,HI,HONOLULU COMMUNITY COLLEGE,HONOLULU COMMUNITY COLLEGE - MARINE TECH BOAT MAINTENANCE AND REPAIR,"10 Sand Island Parkway, Building 50, Honolulu, HI 96819",21.3126733,-157.8882295
161200,161200,HI,HONOLULU COMMUNITY COLLEGE,HONOLULU COMMUNITY COLLEGE - MAIN CAMPUS,"874 Dillingham Boulevard, Honolulu, HI 96817",21.3197831,-157.8688772
161200,161201,HI,HONOLULU COMMUNITY COLLEGE,HONOLULU COMMUNITY COLLEGE - AERONAUTICE MAINTENANCE TECHNOLOGY PROGRM,"140 Iako Place, Building 52, Honolulu, HI 96819",21.3143275,-157.9193155
161300,161304,HI,KAPIOLANI COMMUNITY COLLEGE,KAPIOLANI COMMUNITY COLLEGE - LEEWARD CC NURSING,"96-045 Ala Ike, Pearl City, HI 96782",21.392606,-157.9832994
161300,161302,HI,KAPIOLANI COMMUNITY COLLEGE,KAPIOLANI COMMUNITY COLLEGE - HAWAII EMS TRAINING CENTER,"200 West Kawili Street,, Building 381, Room 8, Hilo, HI 96720",19.7018462,-155.0791607
161300,161300,HI,KAPIOLANI COMMUNITY COLLEGE,KAPIOLANI COMMUNITY COLLEGE - MAIN CAMPUS,"4303 Diamond Head Road, Honolulu, HI 96816",21.2683212,-157.7990885
161300,161303,HI,KAPIOLANI COMMUNITY COLLEGE,KAPIOLANI COMMUNITY COLLEGE - WAI'ANAE HEALTH ACADEMY,"86-088 Farrington Highway, Suite 202, Waianae, HI 96792",21.4363667,-158.1841006
161300,161301,HI,KAPIOLANI COMMUNITY COLLEGE,KAPIOLANI COMMUNITY COLLEGE - MAUI TRAINING CENTER,"310 Ka'ahumanu Avenue, c/o Maui College BLDG 215, Kahului, HI 96732",20.8903364,-156.4794948
161300,161305,HI,KAPIOLANI COMMUNITY COLLEGE,KAPIOLANI COMMUNITY COLLEGE - KAUAI CC - EMS,"3-1901 Kaumualii Highway, Lihue, HI 96766",21.9649125,-159.4213563
161400,161400,HI,KAUAI COMMUNITY COLLEGE,KAUAI COMMUNITY COLLEGE,"3-1901 Kaumualii Highway, Lihue, HI 96766",21.9649125,-159.4213563
161500,161503,HI,UNIVERSITY OF HAWAII MAUI COLLEGE,UNIVERSITY OF HAWAII MAUI COLLEGE - LANAI EDUCATION CENTER,"329 7th Street, Lanai City, HI 967630000",20.8258877,-156.9171559
161500,161500,HI,UNIVERSITY OF HAWAII MAUI COLLEGE,UNIVERSITY OF HAWAII MAUI COLLEGE - MAIN CAMPUS,"310 West Kaahumanu Avenue, Kahului, HI 967321644",20.890675,-156.4798848
161500,161505,HI,UNIVERSITY OF HAWAII MAUI COLLEGE,UNIVERSITY OF HAWAII MAUI COLLEGE - LAHAINA EDUCATION CENTER,"60 Kenui Street, Lahaina, HI 967611704",20.8815471,-156.6826692
161500,161504,HI,UNIVERSITY OF HAWAII MAUI COLLEGE,UNIVERSITY OF HAWAII MAUI COLLEGE - HANA EDUCATION CENTER,"5101 Uakea, Hana, HI 967130070",20.7535742,-155.9840846
161500,161502,HI,UNIVERSITY OF HAWAII MAUI COLLEGE,UNIVERSITY OF HAWAII MAUI COLLEGE - MOLOKAI EDUCATION CENTER,"375 Kamehameha V Highway, Kaunakakai, HI 967480000",21.0811729,-157.003601
161900,161900,ID,COLLEGE OF SOUTHERN IDAHO,COLLEGE OF SOUTHERN IDAHO - MAIN CAMPUS,"315 Falls Avenue, Twin Falls, ID 833033398",42.579795,-114.473976
161900,161915,ID,COLLEGE OF SOUTHERN IDAHO,COLLEGE OF SOUTHERN IDAHO - MADRONA SITE,"496 Madrona Street, Twin Falls, ID 833010000",42.5541368,-114.4504031
161900,161905,ID,COLLEGE OF SOUTHERN IDAHO,COLLEGE OF SOUTHERN IDAHO - GOODING CENTER,"202 14th Avenue East, Gooding, ID 833301829",42.9317439,-114.7109354
161900,161914,ID,COLLEGE OF SOUTHERN IDAHO,COLLEGE OF SOUTHERN IDAHO - WALTER R. PRIEBE FISH HATCHERY,"Canyon Street, Twin Falls, ID 833011234",42.5466812,-114.4626506
161900,161906,ID,COLLEGE OF SOUTHERN IDAHO,COLLEGE OF SOUTHERN IDAHO - HAILEY CENTER,"1050 Fox Acres Road # 408, Hailey, ID 833338408",43.5156858,-114.2938558
161900,161904,ID,COLLEGE OF SOUTHERN IDAHO,COLLEGE OF SOUTHERN IDAHO - MINI-CASSIA CENTER,"1600 Parke Avenue, Burley, ID 833183146",42.532491,-113.80417
162300,162317,ID,NORTH IDAHO COLLEGE,NORTH IDAHO COLLEGE - PARKER TECHNICAL EDUCATION CENTER,"7064 W. Lancaster Road, Rathdrum, ID 83858",47.7870631,-116.8804134
162300,162307,ID,NORTH IDAHO COLLEGE,NORTH IDAHO COLLEGE - SANDPOINT,"102 S Euclid Ave, Sandpoint, ID 83864",48.2725953,-116.5546012
162300,162300,ID,NORTH IDAHO COLLEGE,NORTH IDAHO COLLEGE - MAIN CAMPUS,"1000 West Garden Avenue, Coeur d'Alene, ID 83814",47.6765034,-116.7964835
162300,162315,ID,NORTH IDAHO COLLEGE,NORTH IDAHO COLLEGE - AEROSPACE CENTER OF EXCELLENCE,"1845 West Dakota Avenue, Hayden, ID 83835",47.7631241,-116.8112386
162300,162311,ID,NORTH IDAHO COLLEGE,NORTH IDAHO COLLEGE - WORKFORCE TRAINING CENTER,"525 West Clearwater Loop, Post Falls, ID 83854",47.7013755,-117.0097349
163600,163662,IL,SOUTHWESTERN ILLINOIS COLLEGE,SOUTHWESTERN ILLINOIS COLLEGE - EAST ST LOUIS COMMUNITY COLLEGE CENTER,"601 James R Thompson Boulevard, East St Louis, IL 62201",38.6221515,-90.1624646
163600,163646,IL,SOUTHWESTERN ILLINOIS COLLEGE,SOUTHWESTERN ILLINOIS COLLEGE - RED BUD CAMPUS,"500 West South 4th, Red Bud, IL 62278",38.2072176,-90.0008014
163600,163600,IL,SOUTHWESTERN ILLINOIS COLLEGE,SOUTHWESTERN ILLINOIS COLLEGE - MAIN CAMPUS,"2500 Carlyle Avenue, Belleville, IL 62221",38.5166878,-89.9233428
163600,163649,IL,SOUTHWESTERN ILLINOIS COLLEGE,SOUTHWESTERN ILLINOIS COLLEGE - SCOTT AIR FORCE BASE,"404 W. Martin St., Scott AFB, IL 62225",38.539527,-89.8704779
163600,163620,IL,SOUTHWESTERN ILLINOIS COLLEGE,SOUTHWESTERN ILLINOIS COLLEGE - GRANITE CITY CAMPUS,"4950 Maryville Road, Granite City, IL 62040",38.7496746,-90.1008236
163800,163803,IL,BLACK HAWK COLLEGE,BLACK HAWK COLLEGE - EAST CAMPUS,"26230 Black Hawk Road, Galva, IL 61434",41.1651902,-89.9302138
163800,,IL,BLACK HAWK COLLEGE,BLACK HAWK COLLEGE - WELDING AND SKILLED TRADES CENTER,"520 E. Third St., Kewanee, IL 61443",41.2461543,-89.9202364
163800,,IL,BLACK HAWK COLLEGE,BLACK HAWK COLLEGE - ADULT LEARNING CENTER,"4610 Black Hawk Commons Drive, Rock Island, IL 61201",41.4656057,-90.5857528
163800,,IL,BLACK HAWK COLLEGE,BLACK HAWK COLLEGE - INDUSTRIAL TRAINING LAB CENTER,"3901 25th St., Moline, IL 61265",41.473071,-90.5026755
163800,163800,IL,BLACK HAWK COLLEGE,BLACK HAWK COLLEGE - QUAD CITIES CAMPUS,"6600 34th Avenue, Moline, IL 61265",41.4756841,-90.4468834
163800,,IL,BLACK HAWK COLLEGE,BLACK HAWK COLLEGE - COMMUNITY EDUCATION CENTER,"404 E. Third St., Kewanee, IL 61443",41.2461927,-89.9202496
163800,,IL,BLACK HAWK COLLEGE,BLACK HAWK COLLEGE - OUTREACH CENTER,"301 Avenue of the Cities, East Moline, IL 61244",41.4906174,-90.4548805
164000,164000,IL,PRAIRIE STATE COLLEGE,PRAIRIE STATE COLLEGE - MAIN CAMPUS,"202 South Halsted, Chicago Heights, IL 60411",41.5254911,-87.6390385
164000,,IL,PRAIRIE STATE COLLEGE,PRAIRIE STATE COLLEGE - MATTESON AREA CENTER,"4821 Southwick Dr., Matteson, IL 60443",41.50196,-87.7359358
164300,164301,IL,SPOON RIVER COLLEGE,SPOON RIVER COLLEGE - MACOMB CAMPUS,"208 South Johnson, Macomb, IL 61455",40.457068,-90.6753033
164300,164303,IL,SPOON RIVER COLLEGE,SPOON RIVER COLLEGE - RUSHVILLE CENTER,"706 Maple Avenue, Rushville, IL 62681",40.1266548,-90.5662331
164300,164300,IL,SPOON RIVER COLLEGE,SPOON RIVER COLLEGE - CANTON CAMPUS,"23235 North County Hwy 22, Canton, IL 61520",40.527852,-90.0723698
164300,164302,IL,SPOON RIVER COLLEGE,SPOON RIVER COLLEGE - HAVANA CENTER,"324 East Randolph, Havana, IL 62644",40.2965233,-90.05676
164800,164800,IL,HARRY S TRUMAN COLLEGE (CITY COLLEGES OF CHICAGO),HARRY S TRUMAN COLLEGE,"1145 West Wilson Avenue, Chicago, IL 60640",41.9635523,-87.6579611
164900,164900,IL,RICHARD J DALEY COLLEGE (CITY COLLEGES OF CHICAGO),RICHARD J DALEY COLLEGE - MAIN CAMPUS,"7500 South Pulaski Road, Chicago, IL 60652",41.7574173,-87.7237648
164900,,IL,RICHARD J DALEY COLLEGE (CITY COLLEGES OF CHICAGO),RICHARD J DALEY COLLEGE - ARTURO VELASQUEZ INSTITUTE,"2800 S. Western, Chicago , IL 60608",41.8410498,-87.686321
165000,,IL,MALCOLM X COLLEGE (CITY COLLEGES OF CHICAGO),MALCOLM X COLLEGE - WEST SIDE LEARNING CENTER,"4624 West Madison Street, Chicago , IL 60644",41.8812321,-87.7411191
165000,165000,IL,MALCOLM X COLLEGE (CITY COLLEGES OF CHICAGO),MALCOLM X COLLEGE - MAIN CAMPUS,"1900 West Jackson Boulevard, Chicago, IL 60612",41.8781634,-87.6748719
165200,165200,IL,HAROLD WASHINGTON COLLEGE (CITY COLLEGES OF CHICAGO),HAROLD WASHINGTON COLLEGE,"30 East Lake Street, Chicago, IL 60601",41.8860252,-87.6268531
165400,165400,IL,KENNEDY KING COLLEGE (CITY COLLEGES OF CHICAGO),KENNEDY KING COLLEGE - MAIN CAMPUS,"6301 South Halsted, Chicago, IL 60621",41.7782295,-87.6439306
165400,165406,IL,KENNEDY KING COLLEGE (CITY COLLEGES OF CHICAGO),KENNEDY KING COLLEGE - DAWSON TECHNICAL INSTITUTE,"3901 South State Street, Chicago, IL 60609",41.8234071,-87.6261578
165400,165407,IL,KENNEDY KING COLLEGE (CITY COLLEGES OF CHICAGO),KENNEDY KING COLLEGE - WASHBURNE CULINARY INSTITUTE,"7059 South Shore Drive, Chicago, IL 60649",41.7691814,-87.5635959
165500,165500,IL,WILBUR WRIGHT COLLEGE (CITY COLLEGES OF CHICAGO),WILBUR WRIGHT COLLEGE - MAIN CAMPUS,"4300 North Narragansett Avenue, Chicago, IL 60634",41.9585596,-87.7892449
165500,165501,IL,WILBUR WRIGHT COLLEGE (CITY COLLEGES OF CHICAGO),WILBUR WRIGHT COLLEGE - HUMBOLDT PARK,"1645 North California, Chicago, IL 60647",41.9116205,-87.69667
166900,166902,IL,DANVILLE AREA COMMUNITY COLLEGE,DANVILLE AREA COMMUNITY COLLEGE - HOOPESTON LEARNING CENTER,"847 E. Orange St., Hoopeston, IL 60942",40.458738,-87.6579203
166900,166900,IL,DANVILLE AREA COMMUNITY COLLEGE,DANVILLE AREA COMMUNITY COLLEGE - MAIN CAMPUS,"2000 East Main, Martin Luther King Memorial Way, Danville, IL 61832",40.129096,-87.5880276
167500,,IL,ELGIN COMMUNITY COLLEGE,ELGIN COMMUNITY COLLEGE - EDUCATION & WORK CENTER,"6704 Barrington Rd., Hanover Park, IL 60133",41.9937432,-88.1459229
167500,167500,IL,ELGIN COMMUNITY COLLEGE,ELGIN COMMUNITY COLLEGE - SPARTAN DRIVE CAMPUS,"1700 Spartan Drive, Elgin, IL 60123",42.0176981,-88.3228321
